date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:56:25	1459/1459	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2269ec5747-5b3%22	https://html.arisetheme.com/pluxes/images/icon-pricing-item-1.svg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/icon-pricing-item-1.svg	(from https://html.arisetheme.com/pluxes/)
02:56:25	666/666	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2269ec5747-29a%22	https://html.arisetheme.com/pluxes/images/icon-pricing-item-2.svg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/icon-pricing-item-2.svg	(from https://html.arisetheme.com/pluxes/)
02:56:25	217161/217161	---M--	200	added ('OK')	image/jpeg	etag:%2269d35944-35049%22	https://html.arisetheme.com/pluxes/images/team-3.jpg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/team-3.jpg	(from https://html.arisetheme.com/pluxes/)
02:56:25	1410/1410	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2269ec5747-582%22	https://html.arisetheme.com/pluxes/images/icon-pricing-item-3.svg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/icon-pricing-item-3.svg	(from https://html.arisetheme.com/pluxes/)
02:56:26	543/543	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2269d3593b-21f%22	https://html.arisetheme.com/pluxes/images/icon-pricing-benefit-1.svg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/icon-pricing-benefit-1.svg	(from https://html.arisetheme.com/pluxes/)
02:56:26	723/723	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2269d3593b-2d3%22	https://html.arisetheme.com/pluxes/images/icon-pricing-benefit-2.svg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/icon-pricing-benefit-2.svg	(from https://html.arisetheme.com/pluxes/)
02:56:26	244/244	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2269d3593b-f4%22	https://html.arisetheme.com/pluxes/images/icon-pricing-benefit-3.svg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/icon-pricing-benefit-3.svg	(from https://html.arisetheme.com/pluxes/)
02:56:27	94563/94563	---M--	200	added ('OK')	image/jpeg	etag:%2269d35944-17163%22	https://html.arisetheme.com/pluxes/images/support-video-image.jpg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/support-video-image.jpg	(from https://html.arisetheme.com/pluxes/)
02:56:27	1129/1129	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2269d35945-469%22	https://html.arisetheme.com/pluxes/images/testimonial-quote.svg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/testimonial-quote.svg	(from https://html.arisetheme.com/pluxes/)
02:56:27	5675/5675	---M--	200	added ('OK')	image/jpeg	etag:%2269d35931-162b%22	https://html.arisetheme.com/pluxes/images/author-5.jpg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/author-5.jpg	(from https://html.arisetheme.com/pluxes/)
02:56:28	6737/6737	---M--	200	added ('OK')	image/jpeg	etag:%2269d35931-1a51%22	https://html.arisetheme.com/pluxes/images/author-4.jpg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/author-4.jpg	(from https://html.arisetheme.com/pluxes/)
02:56:29	110485/110485	---M--	200	added ('OK')	image/jpeg	etag:%2269d35940-1af95%22	https://html.arisetheme.com/pluxes/images/post-1.jpg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/post-1.jpg	(from https://html.arisetheme.com/pluxes/)
02:56:29	201055/201055	---M--	200	added ('OK')	image/jpeg	etag:%2269d35934-3115f%22	https://html.arisetheme.com/pluxes/images/faq-cta-image.jpg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/faq-cta-image.jpg	(from https://html.arisetheme.com/pluxes/)
02:56:30	128327/128327	---M--	200	added ('OK')	image/jpeg	etag:%2269d35940-1f547%22	https://html.arisetheme.com/pluxes/images/post-3.jpg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/post-3.jpg	(from https://html.arisetheme.com/pluxes/)
02:56:30	124409/124409	---M--	200	added ('OK')	image/jpeg	etag:%2269d35940-1e5f9%22	https://html.arisetheme.com/pluxes/images/post-2.jpg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/post-2.jpg	(from https://html.arisetheme.com/pluxes/)
02:56:30	14342/14342	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2269d35948-3806%22	https://html.arisetheme.com/pluxes/images/years-experience-circle-accent.svg	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/images/years-experience-circle-accent.svg	(from https://html.arisetheme.com/pluxes/)
02:56:30	87532/87532	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594b-155ec%22	https://html.arisetheme.com/pluxes/js/jquery-3.7.1.min.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/jquery-3.7.1.min.js	(from https://html.arisetheme.com/pluxes/)
02:56:30	4445/4445	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594a-115d%22	https://html.arisetheme.com/pluxes/js/circle-progress.min.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/circle-progress.min.js	(from https://html.arisetheme.com/pluxes/)
02:56:31	60593/60593	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594b-ecb1%22	https://html.arisetheme.com/pluxes/js/bootstrap.min.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/bootstrap.min.js	(from https://html.arisetheme.com/pluxes/)
02:56:31	7729/7729	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594d-1e31%22	https://html.arisetheme.com/pluxes/js/validator.min.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/validator.min.js	(from https://html.arisetheme.com/pluxes/)
02:56:31	21205/21205	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594b-52d5%22	https://html.arisetheme.com/pluxes/js/jquery.slicknav.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/jquery.slicknav.js	(from https://html.arisetheme.com/pluxes/)
02:56:32	148425/148425	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594d-243c9%22	https://html.arisetheme.com/pluxes/js/swiper-bundle.min.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/swiper-bundle.min.js	(from https://html.arisetheme.com/pluxes/)
02:56:32	9028/9028	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594b-2344%22	https://html.arisetheme.com/pluxes/js/jquery.waypoints.min.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/jquery.waypoints.min.js	(from https://html.arisetheme.com/pluxes/)
02:56:32	1057/1057	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594b-421%22	https://html.arisetheme.com/pluxes/js/jquery.counterup.min.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/jquery.counterup.min.js	(from https://html.arisetheme.com/pluxes/)
02:56:33	20735/20735	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594b-50ff%22	https://html.arisetheme.com/pluxes/js/jquery.magnific-popup.min.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/jquery.magnific-popup.min.js	(from https://html.arisetheme.com/pluxes/)
02:56:33	24489/24489	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594c-5fa9%22	https://html.arisetheme.com/pluxes/js/SmoothScroll.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/SmoothScroll.js	(from https://html.arisetheme.com/pluxes/)
02:56:33	2033/2033	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594c-7f1%22	https://html.arisetheme.com/pluxes/js/parallaxie.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/parallaxie.js	(from https://html.arisetheme.com/pluxes/)
02:56:34	72435/72435	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594a-11af3%22	https://html.arisetheme.com/pluxes/js/gsap.min.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/gsap.min.js	(from https://html.arisetheme.com/pluxes/)
02:56:34	3720/3720	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594c-e88%22	https://html.arisetheme.com/pluxes/js/magiccursor.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/magiccursor.js	(from https://html.arisetheme.com/pluxes/)
02:56:35	7247/7247	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594c-1c4f%22	https://html.arisetheme.com/pluxes/js/SplitText.min.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/SplitText.min.js	(from https://html.arisetheme.com/pluxes/)
02:56:35	43380/43380	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d3594c-a974%22	https://html.arisetheme.com/pluxes/js/ScrollTrigger.min.js	C:/Mes%20Sites%20Web/medoc/html.arisetheme.com/pluxes/js/ScrollTrigger.min.js	(from https://html.arisetheme.com/pluxes/)
